Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Ohio,US,6/13/2020,39.75394919,-84.29050975,934,17,0,917,0
Pennsylvania,US,6/13/2020,40.21053671,-75.36652296,7865,763,0,7102,0
Tennessee,US,6/13/2020,36.49609412,-87.38550661,324,5,0,319,0
Texas,US,6/13/2020,30.30079133,-95.50572772,1258,32,0,1226,0
Virginia,US,6/13/2020,37.17746986,-80.37868691,96,2,0,94,0
Michigan,US,6/13/2020,45.0275929,-84.12696227,5,0,0,5,0
Pennsylvania,US,6/13/2020,41.03023987,-76.66345939,64,0,0,64,0
Colorado,US,6/13/2020,38.40214114,-108.26390220000002,194,12,0,182,0
South Dakota,US,6/13/2020,44.02266214,-96.67081159,20,0,0,20,0
North Carolina,US,6/13/2020,35.30885257,-79.48474178,298,11,0,287,0
Tennessee,US,6/13/2020,35.27724699,-86.36230578,5,0,0,5,0
Texas,US,6/13/2020,35.83769242,-101.8930281,873,14,0,859,0
Louisiana,US,6/13/2020,32.81686191,-91.80421614,153,6,0,147,0
Alabama,US,6/13/2020,34.45500589,-86.85475946,553,2,0,551,0
Colorado,US,6/13/2020,40.26279810000001,-103.8093302,646,45,0,601,0
Georgia,US,6/13/2020,33.59232073,-83.49129491,40,0,0,40,0
Illinois,US,6/13/2020,39.71654544,-90.20255104,105,2,0,103,0
Indiana,US,6/13/2020,39.47899078,-86.44573375,297,29,0,268,0
Kentucky,US,6/13/2020,37.92465657,-83.25558245,6,0,0,6,0
Missouri,US,6/13/2020,38.4181765,-92.88791859,9,0,0,9,0
Ohio,US,6/13/2020,39.62081738,-81.85308173,6,0,0,6,0
Tennessee,US,6/13/2020,36.13248031,-84.64880098,19,0,0,19,0
West Virginia,US,6/13/2020,39.55439028,-78.26311676,19,0,0,19,0
Nebraska,US,6/13/2020,41.71711774,-103.0061405,12,0,0,12,0
Kansas,US,6/13/2020,38.68827511,-96.65128437,5,0,0,5,0
New Jersey,US,6/13/2020,40.86095313,-74.54553709999998,6568,635,0,5933,0
Texas,US,6/13/2020,33.11304005,-94.73255695,30,0,0,30,0
Minnesota,US,6/13/2020,46.01265363,-94.27341528,54,1,0,53,0
Ohio,US,6/13/2020,40.52363560000001,-82.7892599,110,1,0,109,0
Oregon,US,6/13/2020,45.41846568,-119.584546,13,0,0,13,0
Kansas,US,6/13/2020,37.19141121,-101.79925190000002,6,1,0,5,0
North Dakota,US,6/13/2020,46.71681782,-101.2822377,63,2,0,61,0
Texas,US,6/13/2020,34.07408766,-100.77972199999999,1,0,0,1,0
Illinois,US,6/13/2020,39.64187451,-88.62099969,13,0,0,13,0
North Dakota,US,6/13/2020,48.20197971,-102.3555315,43,0,0,43,0
Minnesota,US,6/13/2020,43.67142874,-92.75234549,640,2,0,638,0
Kentucky,US,6/13/2020,37.21425819,-87.14632053,481,8,0,473,0
Oregon,US,6/13/2020,45.54747959,-122.4169351,1440,67,0,1373,0
Georgia,US,6/13/2020,34.78897608,-84.74993177,135,1,0,134,0
Minnesota,US,6/13/2020,44.02216709,-95.76328482,43,0,0,43,0
Oklahoma,US,6/13/2020,34.48116015,-97.06826283,6,0,0,6,0
Iowa,US,6/13/2020,41.48370744,-91.11216970000001,572,43,0,529,0
Georgia,US,6/13/2020,32.50931999,-84.87142262,988,26,0,962,0
Michigan,US,6/13/2020,43.29123859,-86.15176712,734,42,0,692,0
Ohio,US,6/13/2020,39.96575964,-81.94363275,57,1,0,56,0
Oklahoma,US,6/13/2020,35.61318461,-95.37802952,74,8,0,66,0
Montana,US,6/13/2020,46.49684637,-108.39498,1,0,0,1,0
Texas,US,6/13/2020,31.62017125,-94.61803994,324,25,0,299,0
Nebraska,US,6/13/2020,41.39750195,-97.99327291,4,0,0,4,0
California,US,6/13/2020,38.50735751,-122.33283899999999,183,3,0,180,0
North Carolina,US,6/13/2020,35.96575634,-77.98422508,277,4,0,273,0
Florida,US,6/13/2020,30.61037141,-81.80297522,90,1,0,89,0
New York,US,6/13/2020,40.74066522,-73.58941873,41172,2163,0,39009,0
Louisiana,US,6/13/2020,31.72321584,-93.09816516,191,13,0,178,0
Wyoming,US,6/13/2020,42.96180148,-106.79788500000001,87,0,0,87,0
Arizona,US,6/13/2020,35.3997715,-110.3218983,2590,86,0,2504,0
Texas,US,6/13/2020,32.04620681,-96.47428766,87,3,0,84,0
Kentucky,US,6/13/2020,37.80335779,-85.4657193,48,1,0,47,0
North Dakota,US,6/13/2020,47.9226426,-98.19038437,1,0,0,1,0
Virginia,US,6/13/2020,37.78790447,-78.88498513,18,0,0,18,0
Kansas,US,6/13/2020,39.78345387,-96.01392079,20,0,0,20,0
Nebraska,US,6/13/2020,40.38514847,-95.85433992,4,0,0,4,0
Kansas,US,6/13/2020,37.55862897,-95.30670046,6,0,0,6,0
Mississippi,US,6/13/2020,32.75339664,-89.11726492,877,50,0,827,0
Kansas,US,6/13/2020,38.47974157,-99.91547333,4,0,0,4,0
Arkansas,US,6/13/2020,33.66340119,-93.30632432,74,0,0,74,0
California,US,6/13/2020,39.30394768,-120.76272809999999,52,1,0,51,0
Delaware,US,6/13/2020,39.57992638,-75.64054974,4259,187,0,4072,0
North Carolina,US,6/13/2020,34.25758282,-77.87075626,334,5,0,329,0
Connecticut,US,6/13/2020,41.408032500000004,-72.93620426,12021,1041,0,10980,0
Virginia,US,6/13/2020,37.50694406,-76.99828634,45,1,0,44,0
Connecticut,US,6/13/2020,41.48896435,-72.10430976,1198,100,0,1098,0
Missouri,US,6/13/2020,36.59666326,-89.66070007,35,1,0,34,0
New York,US,6/13/2020,40.76727260000001,-73.97152637,209493,22076,0,187417,0
Michigan,US,6/13/2020,43.554373999999996,-85.80070107,126,0,0,126,0
South Carolina,US,6/13/2020,34.28629098,-81.59935761,95,2,0,93,0
Rhode Island,US,6/13/2020,41.5642026,-71.26569799,269,0,0,269,0
Virginia,US,6/13/2020,37.08166899,-76.51754109,357,10,0,347,0
Arkansas,US,6/13/2020,35.91947491,-93.21612969,3,0,0,3,0
Georgia,US,6/13/2020,33.55514538,-83.84547140000002,415,11,0,404,0
Indiana,US,6/13/2020,40.95610449,-87.39635768,87,10,0,77,0
Mississippi,US,6/13/2020,32.40021118,-89.11843336,321,6,0,315,0
Missouri,US,6/13/2020,36.90519407,-94.3394104,62,1,0,61,0
Texas,US,6/13/2020,30.78548982,-93.74408813,6,0,0,6,0
Idaho,US,6/13/2020,46.32638236,-116.75009750000001,84,19,0,65,0
New York,US,6/13/2020,43.19898042,-78.74777412,1154,78,0,1076,0
Kentucky,US,6/13/2020,38.33342292,-84.01889177,4,0,0,4,0
West Virginia,US,6/13/2020,38.29617706,-80.79759588,7,1,0,6,0
Minnesota,US,6/13/2020,44.35291112,-94.24710352,95,11,0,84,0
Wyoming,US,6/13/2020,43.05607708,-104.47588959999999,2,0,0,2,0
Indiana,US,6/13/2020,41.39672484,-85.41966713,322,27,0,295,0
Ohio,US,6/13/2020,39.76818851,-81.45937183,6,0,0,6,0
Oklahoma,US,6/13/2020,36.38953329,-97.22928674,9,0,0,9,0
Minnesota,US,6/13/2020,43.67434621,-95.75329576,1618,6,0,1612,0
Missouri,US,6/13/2020,40.36079813,-94.88133008,15,0,0,15,0
Texas,US,6/13/2020,32.30365282,-100.4060208,4,0,0,4,0
Alaska,US,6/13/2020,64.90320724,-164.0353804,5,0,0,5,0
Massachusetts,US,6/13/2020,42.16073095,-71.20530408,8860,882,0,7978,0
Virginia,US,6/13/2020,36.89934014,-76.26420872,643,7,0,636,0
Minnesota,US,6/13/2020,47.32628443,-96.45620947,17,0,0,17,0
Alaska,US,6/13/2020,69.31479216,-153.4836093,1,0,0,1,0
North Carolina,US,6/13/2020,36.41736238,-77.39769443,170,14,0,156,0
Pennsylvania,US,6/13/2020,40.75182733,-75.30471829,3232,241,0,2991,0
Virginia,US,6/13/2020,37.34062933,-75.87751591,261,27,0,234,0
Pennsylvania,US,6/13/2020,40.84785433,-76.70798222,222,4,0,218,0
Virginia,US,6/13/2020,37.89202088,-76.41949732,26,1,0,25,0
Alaska,US,6/13/2020,67.04919196,-159.7503946,4,0,0,4,0
Kansas,US,6/13/2020,39.78443827,-99.90286639,3,0,0,3,0
Virginia,US,6/13/2020,36.93357076,-82.62750411,2,0,0,2,0
Virginia,US,6/13/2020,37.1435975,-78.05065922,65,0,0,65,0
Oklahoma,US,6/13/2020,36.79843529,-95.61902331,25,1,0,24,0
Mississippi,US,6/13/2020,33.11009499,-88.56949061,212,6,0,206,0
Nebraska,US,6/13/2020,40.17637905,-98.04743961,1,0,0,1,0
Texas,US,6/13/2020,27.736286,-97.5433285,336,3,0,333,0
Nevada,US,6/13/2020,38.04264256,-116.47227020000001,73,2,0,71,0
Iowa,US,6/13/2020,43.08310673,-95.62474482,64,1,0,63,0
Michigan,US,6/13/2020,42.66090111,-83.38595416,11298,1067,0,10231,0
Tennessee,US,6/13/2020,36.35732446,-89.14921589,56,1,0,55,0
New Jersey,US,6/13/2020,39.8895449,-74.28089251,9222,813,0,8409,0
Michigan,US,6/13/2020,43.64124435,-86.26726673,107,3,0,104,0
Texas,US,6/13/2020,36.27829105,-100.8158184,53,2,0,51,0
Georgia,US,6/13/2020,33.83749973,-83.43679568,128,9,0,119,0
South Carolina,US,6/13/2020,34.75225169,-83.06742317,76,0,0,76,0
Wisconsin,US,6/13/2020,45.02715345,-88.26807503,44,0,0,44,0
Michigan,US,6/13/2020,44.33481032,-84.12725175,32,2,0,30,0
South Dakota,US,6/13/2020,43.33749164,-102.55554980000001,45,0,0,45,0
Illinois,US,6/13/2020,42.04165196,-89.32184679,227,4,0,223,0
Georgia,US,6/13/2020,33.878629600000004,-83.08278123,72,7,0,65,0
Indiana,US,6/13/2020,38.955304999999996,-84.96515993,13,0,0,13,0
Kentucky,US,6/13/2020,37.47751843,-86.85368087,162,0,0,162,0
West Virginia,US,6/13/2020,40.0955451,-80.62203992,54,1,0,53,0
Florida,US,6/13/2020,30.69143028,-86.59267105,315,6,0,309,0
Washington,US,6/13/2020,48.54855019,-119.73872240000001,57,1,0,56,0
Florida,US,6/13/2020,27.386336199999995,-80.88944347,166,0,0,166,0
Oklahoma,US,6/13/2020,35.46485198,-96.32639984,6,0,0,6,0
Oklahoma,US,6/13/2020,35.55140095,-97.40716948,1561,64,0,1497,0
Oklahoma,US,6/13/2020,35.64661916,-95.96432828,29,0,0,29,0
Mississippi,US,6/13/2020,33.42491685,-88.87905132,351,17,0,334,0
Kentucky,US,6/13/2020,38.39791089,-85.448222,113,6,0,107,0
Texas,US,6/13/2020,35.40425596,-102.6027606,4,1,0,3,0
North Dakota,US,6/13/2020,47.11530482,-101.3406158,1,0,0,1,0
Minnesota,US,6/13/2020,44.00374114,-92.40209944,775,12,0,763,0
New York,US,6/13/2020,43.24375382,-75.43710392,1253,77,0,1176,0
Wisconsin,US,6/13/2020,45.70677897,-89.51944105,14,0,0,14,0
New York,US,6/13/2020,43.00491923,-76.19971155,2498,166,0,2332,0
North Carolina,US,6/13/2020,34.72607366,-77.42908179,156,3,0,153,0
New York,US,6/13/2020,42.85145728,-77.30874425,230,9,0,221,0
California,US,6/13/2020,33.70147516,-117.76459979999998,8269,217,0,8052,0
Florida,US,6/13/2020,28.51367621,-81.31799498,2937,46,0,2891,0
Indiana,US,6/13/2020,38.54118920000001,-86.49523093,132,23,0,109,0
New York,US,6/13/2020,41.40337468,-74.30240757,10563,473,0,10090,0
North Carolina,US,6/13/2020,36.06092947,-79.12167935,453,40,0,413,0
Texas,US,6/13/2020,30.11879481,-93.89412775,106,2,0,104,0
Vermont,US,6/13/2020,44.00470222,-72.37640104,9,0,0,9,0
Virginia,US,6/13/2020,38.24530219,-78.01560400000002,124,2,0,122,0
South Carolina,US,6/13/2020,33.4391073,-80.79886287,330,6,0,324,0
Missouri,US,6/13/2020,36.68710164,-91.4033755,4,0,0,4,0
Louisiana,US,6/13/2020,30.06971951,-89.92660315,7374,516,0,6858,0
New York,US,6/13/2020,43.2516977,-78.2320066,261,49,0,212,0
Vermont,US,6/13/2020,44.82964024,-72.24562697,13,0,0,13,0
Kansas,US,6/13/2020,38.65235984,-95.72707998,10,0,0,10,0
Missouri,US,6/13/2020,38.46036182,-91.8613635,5,0,0,5,0
Oklahoma,US,6/13/2020,36.62888819,-96.39635704,106,8,0,98,0
Kansas,US,6/13/2020,39.3503437,-98.76753828,2,0,0,2,0
Florida,US,6/13/2020,28.06312234,-81.14882926,810,21,0,789,0
Iowa,US,6/13/2020,43.37824276,-95.62422844,49,0,0,49,0
Michigan,US,6/13/2020,43.98992088,-85.32566756,21,0,0,21,0
Michigan,US,6/13/2020,44.68192279,-84.12939244,8,1,0,7,0
New York,US,6/13/2020,43.42778894,-76.14635194,122,3,0,119,0
Colorado,US,6/13/2020,37.9014485,-103.7173385,22,1,0,21,0
New Mexico,US,6/13/2020,32.61348406,-105.7417604,30,4,0,26,0
Nebraska,US,6/13/2020,40.64843556,-96.13374142,12,0,0,12,0
Michigan,US,6/13/2020,45.02085831,-84.59898295,120,10,0,110,0
New York,US,6/13/2020,42.63492579,-75.03151402,80,5,0,75,0
Kansas,US,6/13/2020,39.13237408,-97.65020313,4,0,0,4,0
Michigan,US,6/13/2020,42.95996803,-85.9969107,927,50,0,877,0
Ohio,US,6/13/2020,41.53781826,-83.0940185,116,21,0,95,0
Oklahoma,US,6/13/2020,36.83532655,-94.81011909,37,2,0,35,0
Minnesota,US,6/13/2020,46.40846929,-95.70835255,83,1,0,82,0
Arkansas,US,6/13/2020,33.58839816,-92.87795984,13,0,0,13,0
Louisiana,US,6/13/2020,32.47645559,-92.15704172,1744,59,0,1685,0
Colorado,US,6/13/2020,38.14717457,-107.7675136,8,1,0,7,0
Georgia,US,6/13/2020,,,2623,35,0,2588,0
Hawaii,US,6/13/2020,,,12,0,0,12,0
Illinois,US,6/13/2020,,,118,1,0,117,0
Michigan,US,6/13/2020,,,44,0,0,44,0
Oklahoma,US,6/13/2020,,,0,0,0,0,0
Tennessee,US,6/13/2020,,,463,7,0,456,0
Wisconsin,US,6/13/2020,44.41578887,-88.46565023,331,8,0,323,0
Tennessee,US,6/13/2020,36.34117832,-85.28989535,37,0,0,37,0
Indiana,US,6/13/2020,39.31145587,-86.83900724,37,1,0,36,0
Kentucky,US,6/13/2020,38.51679143,-84.82404619,4,0,0,4,0
Kentucky,US,6/13/2020,37.42823949,-83.68811419,2,0,0,2,0
Idaho,US,6/13/2020,42.58016894,-116.16938710000001,8,0,0,8,0
Maine,US,6/13/2020,44.49952995,-70.75682123,31,0,0,31,0
Missouri,US,6/13/2020,36.64916339,-92.44459066,0,0,0,0,0
Wisconsin,US,6/13/2020,43.38352225,-87.94625009,190,13,0,177,0
Washington,US,6/13/2020,46.55418369,-123.7285716,11,1,0,10,0
Iowa,US,6/13/2020,40.7393172,-95.1497813,16,0,0,16,0
Virginia,US,6/13/2020,38.61807452,-78.48797204,251,24,0,227,0
Florida,US,6/13/2020,26.64676272,-80.46536002,8442,425,0,8017,0
Iowa,US,6/13/2020,43.08193849,-94.67824621,13,0,0,13,0
Texas,US,6/13/2020,32.75310985,-98.31319001,14,2,0,12,0
North Carolina,US,6/13/2020,35.15253315,-76.66559823,15,0,0,15,0
Mississippi,US,6/13/2020,34.36398677,-89.95064249,121,3,0,118,0
Texas,US,6/13/2020,32.163959600000005,-94.30552481,216,23,0,193,0
Colorado,US,6/13/2020,39.120926,-105.7182065,23,0,0,23,0
Montana,US,6/13/2020,45.48965095,-110.52643940000002,8,0,0,8,0
Wyoming,US,6/13/2020,44.52157546,-109.58528249999999,5,0,0,5,0
Indiana,US,6/13/2020,39.77202286,-87.20375833,20,0,0,20,0
Texas,US,6/13/2020,32.77757172,-97.80500621,112,1,0,111,0
Texas,US,6/13/2020,34.52993409,-102.78446679999999,120,0,0,120,0
Florida,US,6/13/2020,28.30810945,-82.40227529,500,15,0,485,0
North Carolina,US,6/13/2020,36.26723798,-76.25134778,131,14,0,117,0
New Jersey,US,6/13/2020,41.03238628,-74.29954144,16612,997,0,15615,0
Virginia,US,6/13/2020,36.680163799999995,-80.2865648,31,0,0,31,0
Georgia,US,6/13/2020,33.91969522,-84.86848792,402,13,0,389,0
Ohio,US,6/13/2020,41.11676341,-84.5801017,14,0,0,14,0
Kansas,US,6/13/2020,38.18108732,-99.23692334,3,0,0,3,0
Oklahoma,US,6/13/2020,36.31743373,-96.70331759999999,41,2,0,39,0
Idaho,US,6/13/2020,44.00545243,-116.7647695,27,2,0,25,0
Oklahoma,US,6/13/2020,36.07695283,-96.97584944,97,1,0,96,0
Georgia,US,6/13/2020,32.56934316,-83.82937,86,9,0,77,0
Mississippi,US,6/13/2020,30.77090935,-89.58677275,221,31,0,190,0
Texas,US,6/13/2020,30.78097267,-102.72412609999999,107,0,0,107,0
North Dakota,US,6/13/2020,48.76623521,-97.5523809,6,0,0,6,0
Missouri,US,6/13/2020,36.2130572,-89.78742322,102,6,0,96,0
Washington,US,6/13/2020,48.53234021,-117.2741804,3,0,0,3,0
North Carolina,US,6/13/2020,34.52265624,-77.90352133,129,1,0,128,0
Kentucky,US,6/13/2020,38.69607718,-84.35599463,14,0,0,14,0
West Virginia,US,6/13/2020,38.68314479,-79.35084086,13,1,0,12,0
Minnesota,US,6/13/2020,48.06642577,-96.0370814,50,0,0,50,0
South Dakota,US,6/13/2020,44.0025835,-102.8240777,378,8,0,370,0
Maine,US,6/13/2020,45.40194593,-68.65020455,102,2,0,100,0
Illinois,US,6/13/2020,40.78702156,-89.76078901,384,20,0,364,0
Wisconsin,US,6/13/2020,44.58307413,-91.99949611,1,0,0,1,0
North Carolina,US,6/13/2020,36.17847453,-76.40603143,29,2,0,27,0
Alabama,US,6/13/2020,32.64048341,-87.29770589,68,0,0,68,0
Arkansas,US,6/13/2020,34.945915299999996,-92.94372564,16,0,0,16,0
Illinois,US,6/13/2020,38.08510853,-89.36856219,43,0,0,43,0
Indiana,US,6/13/2020,38.07809328,-86.63741946,83,1,0,82,0
Kentucky,US,6/13/2020,37.25023553,-83.22922731,23,0,0,23,0
Mississippi,US,6/13/2020,31.17161885,-88.99281835,54,3,0,51,0
Missouri,US,6/13/2020,37.70660776,-89.82741088,84,0,0,84,0
Ohio,US,6/13/2020,39.73508655,-82.23804971,23,1,0,22,0
Pennsylvania,US,6/13/2020,40.40206612,-77.26297447,71,5,0,66,0
Tennessee,US,6/13/2020,35.63708728,-87.86139634,27,0,0,27,0
Nevada,US,6/13/2020,40.44003782,-118.40056409999998,5,0,0,5,0
North Carolina,US,6/13/2020,36.38989032,-78.97217358,73,1,0,72,0
Alaska,US,6/13/2020,57.13978948,-132.9540995,4,1,0,3,0
Virginia,US,6/13/2020,37.20530399,-77.39368102,180,3,0,177,0
Missouri,US,6/13/2020,38.72798918,-93.28471706,85,1,0,84,0
Missouri,US,6/13/2020,37.87736118,-91.79351727,6,0,0,6,0
Nebraska,US,6/13/2020,40.51156033,-99.41461667,20,0,0,20,0
Pennsylvania,US,6/13/2020,40.00338507,-75.1379271,24338,1502,0,22836,0
Arkansas,US,6/13/2020,34.43268455,-90.84800154,36,1,0,35,0
Colorado,US,6/13/2020,40.59414277,-102.3577703,15,0,0,15,0
Kansas,US,6/13/2020,39.78465501,-99.34668865,2,0,0,2,0
Illinois,US,6/13/2020,40.01360584,-88.59319339,11,0,0,11,0
Ohio,US,6/13/2020,39.64170392,-83.0243386,2123,40,0,2083,0
Alabama,US,6/13/2020,33.28094866,-88.08818103,140,6,0,134,0
Georgia,US,6/13/2020,34.46589159,-84.46406611,65,4,0,61,0
South Carolina,US,6/13/2020,34.88807695,-82.72791551,281,4,0,277,0
Tennessee,US,6/13/2020,36.55606529,-85.07763299999998,4,0,0,4,0
Georgia,US,6/13/2020,31.35928155,-82.21598442,128,4,0,124,0
Nebraska,US,6/13/2020,42.26434853,-97.60122773,6,0,0,6,0
North Dakota,US,6/13/2020,48.24977025,-99.96407787,3,0,0,3,0
Washington,US,6/13/2020,47.03892768,-122.14059579999999,2111,88,0,2023,0
Wisconsin,US,6/13/2020,44.71850291,-92.4224416,52,0,0,52,0
Alabama,US,6/13/2020,31.80396383,-85.9408295,307,2,0,305,0
Arkansas,US,6/13/2020,34.16250414,-93.65789349,7,0,0,7,0
Georgia,US,6/13/2020,33.09310242,-84.38790389,69,3,0,66,0
Illinois,US,6/13/2020,39.62265059,-90.8877017,2,0,0,2,0
Indiana,US,6/13/2020,38.40112197,-87.23574907,6,0,0,6,0
Kentucky,US,6/13/2020,37.47088263,-82.39487445,47,2,0,45,0
Mississippi,US,6/13/2020,31.17507789,-90.40392572,224,11,0,213,0
Missouri,US,6/13/2020,39.34310674,-91.16980779,31,1,0,30,0
Ohio,US,6/13/2020,39.07634001,-83.06769584,9,0,0,9,0
Pennsylvania,US,6/13/2020,41.33155042,-75.03208106,482,20,0,462,0
Arizona,US,6/13/2020,32.0971334,-111.7890033,3889,223,0,3666,0
Arizona,US,6/13/2020,32.90525627,-111.3449483,1500,44,0,1456,0
Minnesota,US,6/13/2020,46.12105238,-92.74070188,95,0,0,95,0
Florida,US,6/13/2020,27.93130349,-82.72239666,2103,102,0,2001,0
Minnesota,US,6/13/2020,44.02301619,-96.25841142,15,0,0,15,0
Maine,US,6/13/2020,45.83839062,-69.2860223,1,0,0,1,0
Colorado,US,6/13/2020,39.21720112,-106.9310027,65,2,0,63,0
North Carolina,US,6/13/2020,35.59535426,-77.37353178,464,2,0,462,0
Oklahoma,US,6/13/2020,34.92065823,-95.75134320000001,43,3,0,40,0
Virginia,US,6/13/2020,36.81980341,-79.39731264,60,1,0,59,0
California,US,6/13/2020,39.06167234,-120.72405690000001,358,9,0,349,0
Louisiana,US,6/13/2020,29.42245447,-89.60322085,228,17,0,211,0
Missouri,US,6/13/2020,39.38154439,-94.77068479,97,3,0,94,0
Nebraska,US,6/13/2020,41.57246836,-97.52144359,642,1,0,641,0
Wyoming,US,6/13/2020,42.13299116,-104.96633100000001,1,0,0,1,0
West Virginia,US,6/13/2020,39.37091679,-81.16771771,4,0,0,4,0
California,US,6/13/2020,40.00355989,-120.8395236,4,0,0,4,0
Iowa,US,6/13/2020,42.737633,-96.21366621,196,4,0,192,0
Massachusetts,US,6/13/2020,41.94070556,-70.80802823,8478,621,0,7857,0
Iowa,US,6/13/2020,42.73420133,-94.67862564,30,0,0,30,0
West Virginia,US,6/13/2020,38.32758728,-80.00993811,21,0,0,21,0
Arkansas,US,6/13/2020,35.57433534,-90.66268713,50,3,0,47,0
Louisiana,US,6/13/2020,30.71409502,-91.60209535,218,25,0,193,0
Arkansas,US,6/13/2020,34.48254879,-94.22728802,51,0,0,51,0
Florida,US,6/13/2020,27.95027105,-81.69732947,1414,75,0,1339,0
Georgia,US,6/13/2020,34.00267074,-85.18677781,164,1,0,163,0
Iowa,US,6/13/2020,41.68679484,-93.57767461,5090,159,0,4931,0
Minnesota,US,6/13/2020,47.77372465,-96.40134647,67,2,0,65,0
Missouri,US,6/13/2020,37.6162296,-93.39828174,8,0,0,8,0
Nebraska,US,6/13/2020,41.18813488,-97.56630712,12,0,0,12,0
North Carolina,US,6/13/2020,35.27820615,-82.16812354,55,4,0,51,0
Oregon,US,6/13/2020,44.90322804,-123.4128888,117,12,0,105,0
Tennessee,US,6/13/2020,35.12245443,-84.52075859,29,0,0,29,0
Texas,US,6/13/2020,30.79472531,-94.82766240000001,65,0,0,65,0
Wisconsin,US,6/13/2020,45.46130348,-92.44182875,36,1,0,35,0
Montana,US,6/13/2020,48.22773388,-112.22527029999999,2,0,0,2,0
Mississippi,US,6/13/2020,34.226046000000004,-89.03636807,71,3,0,68,0
Oklahoma,US,6/13/2020,34.72959848,-96.68337199,21,2,0,19,0
Arkansas,US,6/13/2020,35.44871474,-93.03212219,245,2,0,243,0
Illinois,US,6/13/2020,37.41391284,-88.56152109,1,0,0,1,0
Minnesota,US,6/13/2020,45.58606667,-95.44451209,10,0,0,10,0
Virginia,US,6/13/2020,37.14259351,-76.35798148,11,0,0,11,0
Ohio,US,6/13/2020,41.16793482,-81.19735782,352,58,0,294,0
Wisconsin,US,6/13/2020,44.47558711,-89.50152965,71,0,0,71,0
Indiana,US,6/13/2020,41.45986947,-87.06848888,586,34,0,552,0
Virginia,US,6/13/2020,36.85914825,-76.35971629,375,12,0,363,0
Indiana,US,6/13/2020,38.02097333,-87.86480429,18,0,0,18,0
Kansas,US,6/13/2020,39.37925655,-96.34564657,32,0,0,32,0
Oklahoma,US,6/13/2020,35.20614018,-96.94923008,67,4,0,63,0
Iowa,US,6/13/2020,41.33640314,-95.53907776,500,10,0,490,0
Pennsylvania,US,6/13/2020,41.74471626,-77.89559864,13,0,0,13,0
Texas,US,6/13/2020,35.40133773,-101.893964,2785,36,0,2749,0
Kentucky,US,6/13/2020,37.83218794,-83.82553961,4,0,0,4,0
Idaho,US,6/13/2020,42.69254894,-112.83957420000002,9,0,0,9,0
Iowa,US,6/13/2020,41.68625425,-92.53155731,95,8,0,87,0
Virginia,US,6/13/2020,37.55016038,-77.91267882,51,0,0,51,0
Arkansas,US,6/13/2020,34.83624419,-91.55162157,7,0,0,7,0
Kansas,US,6/13/2020,37.64780729,-98.73922153,2,0,0,2,0
Ohio,US,6/13/2020,39.7420247,-84.64787018,42,1,0,41,0
Mississippi,US,6/13/2020,34.61810501,-88.51986294,65,3,0,62,0
Texas,US,6/13/2020,29.99954402,-104.24080790000001,2,0,0,2,0
Michigan,US,6/13/2020,45.34018577,-83.91498656,12,0,0,12,0
West Virginia,US,6/13/2020,39.46770987,-79.66712803,24,2,0,22,0
Wisconsin,US,6/13/2020,45.68051754,-90.36098879999999,2,0,0,2,0
Virginia,US,6/13/2020,37.22554789,-78.43597949,161,3,0,158,0
Virginia,US,6/13/2020,37.18497668,-77.22922187,162,0,0,162,0
Maryland,US,6/13/2020,38.83070039,-76.8496441,17216,634,0,16582,0
Virginia,US,6/13/2020,38.70916224,-77.48713689,6509,120,0,6389,0
Alaska,US,6/13/2020,55.76261984,-133.0511621,4,0,0,4,0
Rhode Island,US,6/13/2020,41.87064746,-71.57753536,11959,0,0,11959,0
Colorado,US,6/13/2020,37.95544985,-102.3926052,16,0,0,16,0
Colorado,US,6/13/2020,38.17359144,-104.5127437,346,22,0,324,0
Arkansas,US,6/13/2020,34.77054088,-92.31355101,1266,41,0,1225,0
Georgia,US,6/13/2020,32.23334561,-83.47549959999998,46,2,0,44,0
Illinois,US,6/13/2020,37.22631423,-89.13085001,59,0,0,59,0
Indiana,US,6/13/2020,41.04166107,-86.69890683,52,1,0,51,0
Kentucky,US,6/13/2020,37.10466131,-84.57629079,71,2,0,69,0
Missouri,US,6/13/2020,37.82462075,-92.20783203,106,1,0,105,0
Virginia,US,6/13/2020,37.06474963,-80.71229738,30,1,0,29,0
Oklahoma,US,6/13/2020,34.41635232,-95.37603505,7,0,0,7,0
Florida,US,6/13/2020,29.60779729,-81.74230285,185,6,0,179,0
Georgia,US,6/13/2020,33.32056115,-83.37552891,109,11,0,98,0
Illinois,US,6/13/2020,41.2013541,-89.2869272,1,0,0,1,0
Indiana,US,6/13/2020,39.66437981,-86.84517605,154,8,0,146,0
Missouri,US,6/13/2020,40.47942497,-93.02042674,1,0,0,1,0
New York,US,6/13/2020,41.42630093,-73.74965532,1285,62,0,1223,0
Ohio,US,6/13/2020,41.02094889,-84.1336111,101,15,0,86,0
Tennessee,US,6/13/2020,36.14005459,-85.50646123,588,6,0,582,0
West Virginia,US,6/13/2020,38.50782345,-81.9082131,42,0,0,42,0
New Mexico,US,6/13/2020,35.10403332,-103.54817270000001,4,1,0,3,0
Maryland,US,6/13/2020,39.06198912,-76.03530977,179,12,0,167,0
